gene_name,04_AD_15_NL,01_AD_12_NL,01_AD_10_NL,05_AD_25_LS,02_AD_22_LS,02_CO_48,03_AD_23_LS,01_AD_13_NL,05_AD_25_NL,01_AD_26_LS,04_CO_33,01_AD_22_LS,04_AD_06_LS,05_AD_15_NL,01_AD_26_NL,05_AD_22_LS,01_CO_41,04_AD_15_LS,05_AD_12_NL,01_AD_12_LS,03_CO_33,01_AD_13_LS,05_AD_12_LS,04_CO_56,03_CO_56,05_AD_02_NL,01_AD_10_LS,04_AD_13_NL,03_CO_43,01_AD_22_NL,01_AD_01_LS,01_AD_01_NL,03_AD_23_NL,01_CO_45,05_AD_15_LS,05_AD_22_NL,03_CO_54,02_AD_22_NL,04_AD_13_LS,04_AD_06_NL,05_AD_02_LS,01_CO_48,01_AD_17_LS,01_AD_23_NL,01_CO_55,05_CO_56,05_AD_06_NL,01_AD_11_LS,01_CO_51,05_CO_39,01_CO_57,01_AD_14_NL,01_AD_17_NL,05_CO_46,01_AD_05_NL,02_AD_25_LS,02_AD_15_NL,01_AD_21_NL,01_AD_14_LS,05_CO_45,05_CO_52,01_AD_06_LS,01_CO_31,03_AD_02_NL,05_CO_42,01_AD_07_NL,01_AD_07_LS,01_AD_23_LS,03_AD_02_LS,01_AD_21_LS,01_AD_18_LS,01_AD_18_NL,01_AD_11_NL,02_AD_25_NL,01_AD_05_LS,02_CO_43,01_AD_06_NL,05_AD_06_LS,02_AD_15_LS,05_CO_53,03_AD_12_NL,02_CO_46,02_AD_12_NL,01_CO_42,02_AD_09_LS,01_AD_27_LS,03_AD_22_NL,01_CO_58,03_CO_39,01_AD_20_NL,05_AD_16_LS,01_AD_28_NL,01_AD_15_NL,03_CO_48,01_AD_04_LS,01_AD_20_LS,01_AD_28_LS,01_CO_56,01_CO_60,03_CO_46,03_AD_22_LS,01_CO_32,01_AD_25_NL,02_AD_12_LS,03_CO_42,05_AD_16_NL,02_CO_42,01_CO_54,01_AD_27_NL,03_AD_15_LS,01_AD_15_LS,01_AD_04_NL,03_AD_12_LS,02_AD_09_NL,03_AD_15_NL,01_CO_33,01_AD_25_LS,01_CO_44,01_AD_19_NL,02_CO_54,02_CO_52,03_AD_25_NL,04_AD_25_NL,02_AD_16_LS,05_AD_13_NL,03_AD_25_LS,01_AD_02_LS,02_AD_11_LS,01_AD_30_LS,01_CO_47,01_CO_46,01_AD_02_NL,01_CO_50,05_CO_43,01_CO_43,01_AD_19_LS,01_AD_29_LS,05_AD_13_LS,01_AD_24_NL,02_AD_23_LS,03_AD_13_NL,03_AD_13_LS,02_CO_45,01_AD_24_LS,04_CO_54,01_AD_30_NL,02_AD_17_LS,02_AD_17_NL,02_AD_16_NL,01_AD_03_LS,02_AD_02_NL,02_AD_02_LS,01_AD_29_NL,04_AD_25_LS,01_AD_03_NL,02_AD_23_NL,04_CO_48,04_AD_22_NL,05_CO_48,04_AD_12_LS,04_CO_42,03_AD_06_NL,01_CO_59,03_CO_52,02_AD_13_LS,03_AD_06_LS,05_AD_23_NL,01_CO_52,04_CO_52,02_AD_13_NL,02_AD_06_NL,04_CO_43,01_CO_36,01_CO_49,04_AD_22_LS,04_AD_02_NL,01_CO_53,04_CO_45,03_AD_16_NL,03_AD_16_LS,04_AD_23_NL,02_CO_56,05_CO_54,01_AD_08_LS,01_AD_08_NL,04_AD_02_LS,03_CO_45,02_AD_14_NL,02_AD_14_LS,04_CO_46,04_AD_12_NL,04_AD_23_LS,02_AD_06_LS,02_CO_41
MED4,0,0,0,373,115,0,0,0,81,0,0,10,34,110,0,78,0,0,0,0,0,37,137,0,0,0,55,0,0,0,0,0,0,0,53,0,0,193,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,9,0,0,20,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,701,0,0,0,0,0,0,0,44,581,0,0,0,0,0,0,1,185,0,236,0,0,0,0,0,0,0,0,0,139,0,0,0,0,473,0,0,0,0,1,0,0,0,0,1,589,0,154,90,0,0,0,0,0,0,0,101,0,0,110,0,0,0,0,0,0,273,0,30,0,0,2,0,0,2,0,0,1,1,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,30,0,0,0,1,97,0,0,0,457,0
LMO7,0,0,0,26,0,1,1,0,0,0,0,1,55,55,27,242,0,0,0,0,0,126,131,0,0,0,2,2,0,0,0,0,0,0,0,0,0,33,151,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,417,0,0,67,0,0,0,0,0,0,0,150,0,0,0,95,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,1,172,0,0,0,0,0,0,256,117,0,306,0,0,0,0,0,0,0,0,0,239,0,0,1,0,641,0,34,0,0,221,0,0,0,0,0,165,0,0,236,0,0,0,0,32,1,0,1,277,0,0,0,0,0,2,0,0,1,0,6,0,40,0,31,0,0,2,88,640,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,77,0,0,0,0,6,79,0,0,598,0
SCEL,0,0,22,94,0,0,0,0,31,7,0,30,2,22,0,232,0,0,0,0,0,53,839,0,0,0,0,0,0,0,0,0,1,0,38,0,0,53,16,36,0,0,0,0,0,0,0,73,0,194,0,0,0,0,0,0,0,447,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,215,1,0,0,0,0,0,0,0,248,0,0,1,0,38,0,78,125,0,403,0,0,0,0,0,0,0,0,0,41,0,0,0,0,1304,0,0,0,0,492,1,0,1,3,0,361,0,111,143,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,355,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,28,0
ITM2B,0,0,0,425,36,0,1,0,88,0,0,9,114,75,0,360,0,4,0,0,0,40,229,36,0,0,130,35,0,0,0,0,0,0,21,2,0,365,102,0,1,0,1,0,0,0,0,108,0,2,0,0,2,0,0,10,627,364,48,1,610,0,0,0,0,1,2,0,429,0,1,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,0,0,0,0,0,0,88,441,0,0,0,0,1,0,691,44,0,710,0,1,4,0,0,0,0,1,0,241,0,0,0,0,1019,0,12,2,0,20,0,0,0,0,0,1926,0,7,530,0,1,1,0,1,1,0,0,32,0,84,0,0,0,0,5,0,133,0,19,5,1,0,97,0,0,0,0,264,0,0,0,0,1,0,0,2,331,0,0,0,0,0,0,0,116,0,0,0,3,588,28,0,0,930,0
LCP1,1,0,85,41,125,0,0,0,0,0,0,215,124,18,27,261,0,1,0,0,0,86,928,0,0,0,395,261,0,0,149,1,0,0,115,0,0,0,40,0,0,0,13,0,0,2,0,1740,0,0,1,1,1,0,0,129,1781,298,115,0,3306,0,0,0,2,0,1,0,480,0,0,1,3,797,0,0,0,13,0,0,0,165,0,0,2,0,0,0,0,107,0,0,0,2,0,1,0,174,258,0,0,0,1,0,0,379,743,0,2182,0,2,40,0,0,0,0,1,0,1604,1,0,0,1,1184,0,0,0,1,378,0,0,1,0,0,1963,0,0,2190,0,178,0,0,145,1,0,65,19,91,1,0,0,0,0,0,0,3,0,335,0,4,0,0,0,0,58,2,1169,0,0,0,1,0,0,0,48,561,0,0,15,0,0,0,1,2805,0,0,54,126,1775,5,0,0,2258,0
GPNMB,0,0,1,1360,170,0,0,0,28,0,0,38,21,266,0,14,0,0,16,0,0,20,107,126,0,3,0,0,0,1,2,0,0,0,0,3,1,680,63,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1259,156,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,166,0,0,0,0,507,0,0,0,0,0,0,0,62,66,0,0,0,0,0,0,427,72,0,237,0,0,0,0,0,0,0,141,0,337,0,0,0,0,557,0,132,0,0,52,0,0,1,0,0,1625,0,635,2,0,1,0,0,1,0,0,89,6,0,5,0,0,0,0,0,0,731,0,18,0,124,0,0,0,0,0,0,187,3,0,1,0,0,0,2,0,345,1,0,0,0,0,0,0,0,0,159,0,0,82,1,0,0,3,0
RAC1,1,0,0,426,84,0,0,0,35,3,0,127,70,129,4,123,0,2,3,0,0,43,144,29,0,0,108,52,1,0,49,1,0,0,95,1,0,191,71,0,0,0,0,0,0,0,0,100,0,0,0,0,6,0,0,73,128,864,11,13,242,0,0,0,0,0,2,0,73,0,0,0,0,30,0,0,0,0,0,0,0,0,29,0,2,0,0,0,0,48,3,0,0,0,0,0,0,103,686,0,0,51,0,0,0,247,90,0,158,0,0,91,0,0,0,0,179,0,325,0,1,2,0,1048,0,9,47,1,62,20,0,1,0,0,673,0,285,242,0,132,0,4,17,0,0,0,125,0,40,0,0,0,0,1,2,160,0,36,99,2,0,81,0,0,6,0,227,2,0,0,0,36,0,0,38,155,0,113,3,0,0,0,0,694,0,5,0,105,509,0,0,0,813,0
DBNL,0,0,6,28,34,0,0,0,19,0,0,9,32,3,0,42,0,11,0,0,0,1,169,0,0,0,81,0,0,0,2,0,0,0,24,0,0,7,1,0,0,0,1,0,0,0,0,105,0,0,0,74,3,0,0,0,108,310,0,0,325,0,0,0,0,0,0,0,201,0,0,0,0,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,138,106,0,167,0,0,0,0,0,0,0,0,0,367,0,0,0,0,374,0,1,0,3,394,0,0,0,0,1,281,0,0,171,0,0,0,0,1,0,0,0,139,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,0,409,0,0,0,0,0,0,0,21,137,0,0,0,0,0,0,0,87,0,0,0,0,16,0,0,0,102,0
NMT1,0,0,0,67,4,0,5,0,3,1,0,3,2,1,0,112,0,0,0,0,0,0,64,0,0,0,19,24,0,0,0,0,0,0,3,0,0,10,5,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,1,42,0,0,117,8,0,0,0,0,0,0,21,0,17,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,4,0,0,0,0,0,0,144,0,0,0,0,87,0,0,0,0,0,29,0,79,227,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,29,0,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,51,0,0,0,65,50,0,0,0,137,0
MYCBPAP,0,0,0,2,2,0,0,0,1,15,0,28,9,0,1,125,0,3,0,0,0,26,17,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,20,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,81,0,0,92,0,0,0,0,0,0,0,30,0,0,4,0,29,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,169,27,1,166,0,0,4,0,0,0,0,0,0,12,0,0,0,0,7,0,0,0,0,4,0,0,0,0,0,0,0,0,156,0,0,0,0,16,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,317,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,48,0,0,0,85,0
TRA2B,0,0,0,39,39,0,0,0,0,0,0,22,4,46,0,59,0,0,0,0,0,89,88,27,0,0,77,1,0,0,0,0,0,0,37,0,0,72,11,0,0,0,0,0,0,0,0,34,0,0,0,0,3,0,0,0,173,131,0,9,68,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,18,215,0,262,0,0,0,0,0,0,0,0,3,300,0,0,0,0,537,0,0,0,0,24,1,0,0,0,1,809,0,1,67,0,0,0,0,61,1,0,0,90,0,0,0,0,0,0,2,0,119,0,5,0,3,0,0,0,0,8,0,146,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,45,0,0,0,0,292,0,0,0,165,0
MARCHF7,0,0,0,196,0,0,0,0,41,0,0,49,76,17,0,326,0,2,0,0,0,46,510,0,0,0,0,1,0,0,2,0,0,0,41,0,1,145,49,0,0,0,0,0,0,0,0,5,0,0,0,0,0,31,0,0,208,195,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,110,0,0,0,1,0,0,0,0,173,0,0,0,0,0,0,167,389,0,902,0,0,1,0,0,0,0,0,0,65,0,0,9,2,1033,0,0,0,0,1532,0,0,0,0,1,491,0,1,2012,0,0,0,0,1,1,0,0,13,0,1,2,0,0,0,0,0,7,0,15,0,1,0,0,0,0,0,0,594,0,0,0,0,0,0,0,7,0,0,0,10,0,0,0,1,284,0,0,0,0,18,0,0,0,155,0
TANK,0,0,0,44,17,0,0,0,0,12,0,0,31,0,0,57,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,1,0,4,0,0,2,22,0,0,0,0,0,0,0,62,160,0,0,0,0,0,0,0,0,304,20,0,0,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,57,0,0,0,0,0,0,0,114,0,223,0,0,1,0,0,0,0,0,0,215,0,0,0,0,371,0,4,0,0,9,1,0,0,0,0,138,0,45,192,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,1,0,1,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,220,0,0,0,281,0
SKIL,0,0,1,208,56,20,0,1,0,0,0,49,46,85,0,80,0,0,0,0,0,10,730,0,0,0,78,23,0,0,17,0,0,0,171,0,0,85,89,58,0,0,0,0,0,0,0,115,0,0,0,0,0,1,0,0,168,200,1,0,142,0,0,0,0,0,0,0,422,0,0,0,0,110,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,143,55,0,0,0,0,0,0,1,63,0,24,0,0,106,0,33,66,0,298,0,0,5,0,0,0,0,24,0,127,0,0,0,0,488,0,0,0,1,46,0,0,0,0,0,305,0,0,129,0,10,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,3,135,0,0,0,0,0,88,0,261,396,0,0,23,0,0,0,0,1474,0,0,2,0,1265,115,0,0,313,0
IL36G,0,0,0,67,4,0,1,0,0,19,0,55,236,0,0,476,0,1,0,0,0,74,967,0,0,0,112,2,0,0,29,0,0,0,58,0,0,0,174,0,0,0,1,0,0,0,0,156,0,0,0,0,0,2,0,0,37,1495,1,0,861,62,0,0,0,0,0,0,705,0,0,6,1,181,0,0,1,0,0,0,0,99,128,1,0,0,0,0,130,5,2,0,0,0,0,1,0,3,136,0,1,0,0,2,0,890,211,0,2051,0,0,95,0,0,0,0,3,0,1359,1,0,1,2,3141,0,0,0,0,3227,3,0,0,0,0,217,0,2,5988,0,4,1,0,298,1,0,1,769,0,1,0,0,1,0,10,0,4,0,13,0,2,0,59,0,0,3,0,1392,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,635,0,0,0,0,277,104,0,0,1545,0
IL1RN,1,0,45,1023,83,0,75,5,90,0,1,335,1486,160,53,2194,0,20,2,0,0,309,2484,1,30,1,1487,155,0,0,54,3,0,0,1039,17,1,147,475,41,65,0,35,0,167,0,0,1707,0,1,0,0,94,2,0,86,7439,3554,282,212,3346,16,0,0,0,1,125,0,1673,0,0,0,1,299,38,3,1,6,0,0,1,12,3,0,111,5,0,0,1,371,5,0,0,2,0,5,0,9,624,0,2,1,0,3,0,1948,984,83,5464,0,0,98,0,0,0,0,431,0,4883,2,1,258,4,11285,32,32,4,4,5576,136,1,0,4,3,3840,5,66,11812,32,208,0,1,656,5,0,27,1349,0,6,4,1,56,0,36,1,5,0,131,1,130,0,86,2,2,70,1,5576,0,0,0,0,0,0,56,4,2385,0,14,102,0,0,0,0,4549,0,114,50,362,1950,229,0,0,5869,130
IL36RN,0,0,45,28,31,1,0,0,1,3,50,266,927,84,1,1955,0,0,0,0,0,431,1100,0,0,0,183,0,0,0,14,8,0,0,284,0,0,38,168,1,0,0,51,0,0,7,1,597,0,2,0,0,82,0,0,0,24,3331,0,1,2331,222,0,0,20,0,3,0,925,0,0,30,0,472,0,0,0,0,0,0,0,0,95,0,1,0,0,2,0,8,3,0,0,3,0,3,0,4,180,0,1,0,0,3,0,1945,506,0,4273,0,0,90,0,0,0,0,144,0,3032,0,0,94,3,1752,0,0,1,1,3445,2,0,0,3,0,441,0,1,7463,0,4,0,1,638,1,0,2,1146,0,0,0,0,0,1,0,0,7,0,20,0,1,0,1,1,3,0,0,3043,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,951,0,0,0,0,792,66,0,0,2762,0
UGGT1,0,0,0,35,6,0,0,0,13,0,0,0,22,0,0,7,0,0,0,0,0,8,0,0,0,0,21,1,0,0,0,0,0,1,26,0,0,3,1,0,0,0,0,0,0,0,0,157,0,1,0,0,0,0,0,0,39,94,0,0,11,4,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,1,26,0,1,0,0,1,0,0,0,0,3,0,3,0,0,0,0,3,0,0,0,0,0,15,0,0,0,0,43,0,1,1,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,17,0,5,0,1,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,9,0,25,1,0,0,8,0
ABI1,0,0,0,201,74,0,0,0,17,7,0,15,38,4,0,232,0,0,0,0,0,34,183,0,0,0,0,0,0,0,6,0,0,0,0,0,0,64,19,0,0,0,31,0,0,0,0,24,0,0,0,0,0,0,0,0,344,477,26,0,254,0,0,0,0,0,0,0,0,0,0,0,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,9,85,0,0,0,0,0,0,49,109,5,272,0,0,0,0,0,0,0,0,0,87,0,0,0,0,500,0,0,0,0,62,11,0,0,0,0,448,0,0,120,0,46,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,138,0,11,45,0,0,0,0,1,1,0,290,144,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,133,0,0,0,50,39,1,0,0,112,0
YME1L1,0,0,0,106,82,0,0,0,1,0,0,25,88,0,0,98,0,0,0,0,0,30,78,1,0,0,17,0,0,0,0,0,0,0,19,0,0,156,20,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,95,231,0,0,205,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,1,0,0,0,0,0,0,0,20,0,0,0,0,2,0,78,228,0,117,0,0,16,0,0,0,0,3,0,2,0,0,0,0,1013,0,0,0,0,92,0,0,0,0,0,541,0,76,8,0,0,0,0,1,0,0,0,16,0,1,0,0,0,0,2,0,0,0,30,4,1,0,0,0,0,0,0,122,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,63,0,0,0,0,111,0,0,11,65,0
TXN,1,1,41,1304,810,0,117,0,49,13,47,421,1005,268,26,2566,1,43,1,0,0,369,2891,0,0,2,916,698,0,0,582,0,1,1,649,29,0,564,780,36,69,1,2,0,0,113,130,7397,0,1,1,1,108,0,1,23,2236,2828,173,0,5758,66,0,2,0,1,0,3,758,0,0,34,41,1967,0,1,12,88,0,0,1,5,58,0,99,50,0,0,0,1702,3,0,0,1,0,0,0,560,1028,0,0,2,5,4,0,2474,4410,292,3702,0,0,54,0,25,0,0,191,100,4630,0,0,55,5,10875,0,8,92,0,2305,85,0,3,1,70,4269,0,653,11606,1,526,4,6,292,1,0,355,712,0,10,0,0,0,3,2,1,563,1,317,0,140,0,171,0,12,234,17,3983,6,0,0,0,96,1,97,123,345,1,2,59,0,0,0,8,7767,0,83,192,566,6690,14,1,1,12597,0
C9orf78,0,0,0,417,0,0,0,0,5,0,0,0,92,25,0,4,0,3,0,0,0,7,152,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11,30,0,0,0,0,0,0,0,0,221,0,0,0,0,0,0,0,0,351,147,0,0,298,0,0,0,0,0,0,0,49,0,0,0,0,142,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,16,15,0,208,0,0,0,0,0,0,0,1,0,57,0,0,0,0,410,0,0,0,0,80,0,0,0,0,0,0,0,0,75,0,1,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,34,0,32,0,0,0,0,0,1,0,0,57,0,0,0,0,86,0,0,0,2,0,0,0,0,0,0,0,79,0,0,0,0,26,3,0,0,4,0
KLF4,1,0,0,133,51,0,0,0,35,0,0,45,93,42,0,363,0,0,0,0,0,16,263,0,0,0,30,0,0,0,23,0,0,0,16,0,0,120,117,0,0,0,0,0,0,1,10,26,0,0,0,0,0,0,0,0,88,347,0,1,134,0,0,0,0,0,1,0,15,0,0,0,1,203,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,95,2,0,0,1,0,0,0,0,48,0,0,2,0,0,0,513,67,1,260,0,0,61,1,0,0,0,70,0,212,0,0,0,0,879,0,0,0,0,0,0,0,0,0,0,430,0,226,1,0,0,0,0,64,0,0,0,146,0,0,0,0,0,0,78,0,165,0,9,0,0,0,3,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,56,0,0,0,0,196,1,0,0,578,0
SLC31A2,0,1,0,133,20,0,0,0,11,0,1,4,3,19,0,235,0,0,0,0,0,31,878,0,0,0,30,0,0,0,13,0,0,0,16,0,0,202,14,8,1,0,0,0,0,3,0,0,0,0,0,0,6,0,0,133,25,50,0,0,6,0,0,0,0,0,0,0,101,0,0,0,0,52,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,101,73,0,0,0,0,0,0,0,281,0,0,0,0,0,0,17,207,0,845,0,0,0,0,0,0,0,1,0,73,0,0,0,0,942,0,0,0,0,3113,77,0,0,0,0,103,0,2,1458,0,0,0,16,1,1,0,0,72,0,0,2,0,0,0,18,0,62,0,17,26,4,0,0,0,0,0,0,289,0,0,0,0,0,0,0,7,91,0,22,0,0,0,0,0,15,0,0,0,0,17,150,0,0,66,78
SLC31A1,0,0,27,182,0,0,0,0,23,0,0,0,25,30,0,69,0,0,0,0,0,1,567,0,0,0,59,25,0,11,1,0,0,0,3,0,0,103,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,58,0,0,16,0,0,0,0,0,0,0,252,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,85,307,0,266,0,0,0,0,0,0,0,0,0,1,0,0,1,0,47,0,0,0,0,632,0,0,0,0,0,1,0,0,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,10,2,0,0,0,0,0,0,0,263,0,0,0,0,103,0,3,1,30,0,0,0,0,0,0,0,0,0,40,0,1,27,0,0,0,9,0
ATP6V1G1,0,0,1,857,156,0,1,0,20,0,0,96,138,141,0,432,0,0,0,0,0,39,759,0,0,0,39,39,0,4,0,0,0,0,48,0,0,310,182,36,0,0,0,0,0,0,1,586,0,0,0,0,1,0,0,102,1560,386,0,1,587,0,0,0,0,0,0,1,209,0,0,1,1,85,0,0,1,0,48,0,0,0,0,0,0,111,0,0,0,566,2,102,0,3,0,1,0,62,762,0,0,0,0,0,0,639,344,18,883,0,0,121,0,2,0,0,0,0,699,1,0,87,1,3900,0,0,0,65,964,2,0,1,0,1,1195,0,348,2448,0,0,1,1,301,3,0,49,202,0,0,0,37,0,0,0,0,761,0,220,1,7,0,0,0,0,1,6,1039,0,0,1,0,164,0,0,18,443,0,0,0,0,0,0,1,410,0,0,0,48,579,138,0,0,1591,0
PSMB7,31,0,37,127,0,0,0,0,91,0,0,0,26,131,0,499,0,0,1,0,0,4,764,52,0,0,118,0,0,1,0,0,1,0,76,0,0,325,96,7,0,0,0,0,0,1,0,1,0,0,2,0,5,0,0,0,462,876,0,1,185,0,0,0,0,0,0,0,9,0,0,0,0,166,0,0,0,1,0,0,0,0,0,0,130,0,0,0,0,779,72,0,0,0,0,0,0,1,660,0,0,0,0,0,0,434,205,51,550,0,0,0,0,0,0,0,2,0,810,0,0,0,0,2335,0,0,0,56,1210,131,0,1,0,0,1471,1,97,834,0,0,0,0,20,0,0,1,79,0,5,0,0,0,0,0,0,193,0,27,0,0,0,0,0,1,0,0,467,0,0,0,0,0,23,2,24,144,1,0,1,0,1,0,1,314,0,0,0,0,123,0,0,0,357,0
ANP32B,0,0,0,32,34,0,0,0,127,0,0,4,16,98,0,344,0,0,0,0,0,73,29,0,0,0,96,1,0,0,0,0,0,0,40,0,0,125,59,8,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,243,237,0,0,67,0,0,0,1,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,1,111,0,0,0,1,0,0,47,134,0,112,0,0,0,0,0,0,0,0,0,160,0,0,0,0,239,0,0,0,0,1,6,0,0,0,1,70,0,0,206,0,1,0,0,3,0,0,0,82,0,1,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1,0,57,0,0,0,0,119,0,0,0,1,0,1,0,0,0,0,0,261,0,0,0,13,4,0,0,0,174,0
RPL35,0,1,113,2903,646,1,93,1,718,1,0,316,349,1273,44,2597,20,0,15,0,41,168,1306,94,0,22,146,241,0,15,265,0,0,1,388,0,0,3600,453,86,14,0,2,0,0,465,0,1702,0,221,0,0,0,0,0,0,3884,1321,8,0,1577,110,0,0,0,0,52,0,593,1,0,0,0,301,0,0,1,0,2,0,0,92,0,0,141,161,0,1,0,5004,7,0,0,5,0,1,0,250,1992,0,1,1,0,0,0,1682,1416,0,2747,0,0,3,0,0,0,0,132,42,1016,0,2,0,1,17387,0,117,0,205,1295,58,0,3,143,0,5962,0,1050,1751,0,606,2,2,25,2,2,137,241,0,10,1,317,0,0,59,1,2441,0,419,188,24,0,251,2,126,2,5,1847,0,0,3,0,9,139,0,22,1128,1,1,8,0,0,0,1,2284,1,27,0,112,1801,178,0,0,3156,0
CTSV,0,0,35,1560,66,0,1,1,425,0,0,48,382,349,46,3036,0,2,1,1,0,36,4504,9,34,1,19,39,2,0,16,5,0,2,40,1,2,1754,823,89,51,0,0,0,0,1,0,1256,0,673,0,0,12,0,0,4,3206,760,1,0,329,143,0,0,37,0,154,0,272,0,1,0,4,809,1,0,0,0,0,1,0,2,1,0,1,0,0,0,0,2496,127,0,0,8,0,0,0,12,571,0,0,0,0,0,1,418,1319,4,2231,0,0,3,0,0,0,0,0,0,1718,0,38,5,3,11850,0,142,0,1,12985,7,2,2,1,3,3285,0,1234,12152,88,5,0,1,284,0,0,7,212,0,152,0,0,3,2,2,0,3940,0,113,677,129,0,2,0,132,4,2,4998,0,0,112,0,0,0,0,0,1,0,1,0,0,100,0,0,289,47,0,4,108,396,354,0,0,666,0
