gene_name,04_AD_15_NL,01_AD_12_NL,01_AD_10_NL,05_AD_25_LS,02_AD_22_LS,02_CO_48,03_AD_23_LS,01_AD_13_NL,05_AD_25_NL,01_AD_26_LS,04_CO_33,01_AD_22_LS,04_AD_06_LS,05_AD_15_NL,01_AD_26_NL,05_AD_22_LS,01_CO_41,04_AD_15_LS,05_AD_12_NL,01_AD_12_LS,03_CO_33,01_AD_13_LS,05_AD_12_LS,04_CO_56,03_CO_56,05_AD_02_NL,01_AD_10_LS,04_AD_13_NL,03_CO_43,01_AD_22_NL,01_AD_01_LS,01_AD_01_NL,03_AD_23_NL,01_CO_45,05_AD_15_LS,05_AD_22_NL,03_CO_54,02_AD_22_NL,04_AD_13_LS,04_AD_06_NL,05_AD_02_LS,01_CO_48,01_AD_17_LS,01_AD_23_NL,01_CO_55,05_CO_56,05_AD_06_NL,01_AD_11_LS,01_CO_51,05_CO_39,01_CO_57,01_AD_14_NL,01_AD_17_NL,05_CO_46,01_AD_05_NL,02_AD_25_LS,02_AD_15_NL,01_AD_21_NL,01_AD_14_LS,05_CO_45,05_CO_52,01_AD_06_LS,01_CO_31,03_AD_02_NL,05_CO_42,01_AD_07_NL,01_AD_07_LS,01_AD_23_LS,03_AD_02_LS,01_AD_21_LS,01_AD_18_LS,01_AD_18_NL,01_AD_11_NL,02_AD_25_NL,01_AD_05_LS,02_CO_43,01_AD_06_NL,05_AD_06_LS,02_AD_15_LS,05_CO_53,03_AD_12_NL,02_CO_46,02_AD_12_NL,01_CO_42,02_AD_09_LS,01_AD_27_LS,03_AD_22_NL,01_CO_58,03_CO_39,01_AD_20_NL,05_AD_16_LS,01_AD_28_NL,01_AD_15_NL,03_CO_48,01_AD_04_LS,01_AD_20_LS,01_AD_28_LS,01_CO_56,01_CO_60,03_CO_46,03_AD_22_LS,01_CO_32,01_AD_25_NL,02_AD_12_LS,03_CO_42,05_AD_16_NL,02_CO_42,01_CO_54,01_AD_27_NL,03_AD_15_LS,01_AD_15_LS,01_AD_04_NL,03_AD_12_LS,02_AD_09_NL,03_AD_15_NL,01_CO_33,01_AD_25_LS,01_CO_44,01_AD_19_NL,02_CO_54,02_CO_52,03_AD_25_NL,04_AD_25_NL,02_AD_16_LS,05_AD_13_NL,03_AD_25_LS,01_AD_02_LS,02_AD_11_LS,01_AD_30_LS,01_CO_47,01_CO_46,01_AD_02_NL,01_CO_50,05_CO_43,01_CO_43,01_AD_19_LS,01_AD_29_LS,05_AD_13_LS,01_AD_24_NL,02_AD_23_LS,03_AD_13_NL,03_AD_13_LS,02_CO_45,01_AD_24_LS,04_CO_54,01_AD_30_NL,02_AD_17_LS,02_AD_17_NL,02_AD_16_NL,01_AD_03_LS,02_AD_02_NL,02_AD_02_LS,01_AD_29_NL,04_AD_25_LS,01_AD_03_NL,02_AD_23_NL,04_CO_48,04_AD_22_NL,05_CO_48,04_AD_12_LS,04_CO_42,03_AD_06_NL,01_CO_59,03_CO_52,02_AD_13_LS,03_AD_06_LS,05_AD_23_NL,01_CO_52,04_CO_52,02_AD_13_NL,02_AD_06_NL,04_CO_43,01_CO_36,01_CO_49,04_AD_22_LS,04_AD_02_NL,01_CO_53,04_CO_45,03_AD_16_NL,03_AD_16_LS,04_AD_23_NL,02_CO_56,05_CO_54,01_AD_08_LS,01_AD_08_NL,04_AD_02_LS,03_CO_45,02_AD_14_NL,02_AD_14_LS,04_CO_46,04_AD_12_NL,04_AD_23_LS,02_AD_06_LS,02_CO_41
ARPC5L,0,0,0,55,1,0,0,1,73,0,0,43,84,1,0,117,0,0,0,0,0,9,94,3,0,0,0,1,0,0,0,1,0,0,1,0,0,78,32,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,423,5,0,0,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,244,24,0,0,0,0,0,1,0,0,0,0,0,282,1,0,39,0,511,0,0,0,0,3,0,0,0,0,0,436,0,0,426,0,15,0,0,145,0,0,0,31,0,123,0,0,2,0,0,0,146,0,2,0,0,0,0,0,0,48,0,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,41,29,2,0,160,0
RPS6,0,0,24,2433,355,0,38,17,727,54,25,127,337,815,1,1597,0,1,1,0,0,35,1467,216,0,0,129,35,0,0,100,0,0,1,426,1,57,2053,288,202,4,2,0,1,0,0,1,849,0,1,0,0,31,0,0,0,1054,958,190,11,1257,255,0,0,146,0,0,0,247,0,0,0,1,178,0,0,0,0,0,0,1,9,0,19,10,193,0,2,1,2224,0,0,0,0,0,0,0,36,2064,0,1,2,1,7,0,1302,617,7,1373,0,0,45,1,0,0,0,4,0,1334,0,0,0,0,8659,0,72,2,178,333,108,0,1,4,1,4439,0,1008,1718,4,0,2,0,392,3,0,276,540,0,14,5,90,0,0,203,0,1845,0,226,0,28,0,106,0,0,135,156,1909,2,0,1,0,318,0,0,163,75,0,37,21,0,0,1,1,816,1,4,0,318,898,0,0,0,1764,0
PIM1,0,0,38,200,81,0,0,0,56,16,0,106,226,11,0,573,2,59,0,0,0,94,642,0,0,0,119,0,0,0,2,0,0,0,131,1,1,65,122,0,0,0,1,0,0,0,0,456,0,1,0,0,96,0,0,1,46,2429,1,0,335,5,0,0,0,0,2,0,113,0,0,0,0,90,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,124,0,0,0,0,0,0,500,133,0,914,0,0,85,0,0,0,0,2,0,708,0,0,0,1,1173,0,33,0,29,401,0,0,0,0,0,532,0,1,959,0,1,0,20,215,0,0,7,75,0,0,0,0,0,1,0,0,100,0,11,0,3,0,1,0,0,0,0,1219,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,99,0,4,0,174,190,168,55,0,536,0
TFAP2A,0,0,0,150,0,0,0,0,1,0,0,12,53,73,0,32,0,0,0,0,0,6,105,0,1,0,14,43,0,0,0,0,0,0,22,0,0,79,30,1,0,1,4,0,0,0,0,97,0,0,0,0,0,0,1,0,0,66,0,0,62,12,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,68,0,1,0,0,0,0,73,38,0,42,0,0,0,0,0,0,0,2,0,55,0,0,0,0,333,0,0,0,0,29,9,0,0,0,0,321,0,215,37,0,0,0,0,25,0,0,0,54,0,0,0,2,0,0,0,0,83,0,8,0,2,0,0,0,0,0,0,48,0,0,0,0,0,0,0,5,1,0,2,0,0,0,0,0,32,0,0,0,0,18,0,0,0,96,0
UQCC2,0,0,0,315,0,0,0,0,4,0,0,0,0,8,0,80,0,0,0,0,0,1,380,0,0,0,9,0,0,0,0,0,0,0,1,0,0,241,61,30,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,280,7,0,0,157,0,0,0,0,0,0,0,106,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,34,13,0,0,0,79,0,0,0,0,0,0,0,0,324,0,0,0,0,1,0,2,130,0,101,0,0,0,0,1,0,0,33,0,153,0,0,0,0,652,0,133,0,0,245,0,0,0,0,151,391,0,0,425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,375,0,19,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,1,58,0,0,9,0,0,0,0,121,0,0,0,0,6,192,0,0,81,0
HMGA1,0,0,31,101,26,0,5,0,96,0,2,27,67,106,1,131,0,12,0,0,0,33,257,2,0,0,15,5,0,2,22,0,0,0,78,0,0,160,40,18,1,0,0,0,0,0,0,59,0,9,0,0,0,0,0,10,10,585,1,0,185,36,0,0,0,0,17,0,1,0,0,1,0,0,0,1,0,0,0,0,0,8,0,0,0,0,0,0,0,168,0,0,0,0,0,0,1,0,57,0,6,0,0,0,0,145,58,0,147,0,0,0,0,0,0,0,0,5,382,0,0,1,1,506,0,6,0,12,289,0,0,0,0,0,54,0,5,418,1,0,0,0,7,0,0,0,101,0,0,0,0,0,0,5,0,6,0,3,0,13,0,22,0,0,8,0,274,0,0,0,0,0,15,0,6,2,0,0,2,0,0,0,0,33,1,3,0,0,142,15,0,0,151,0
IER3,0,0,0,199,44,0,0,0,34,11,0,14,125,67,16,586,0,0,1,0,0,84,64,0,0,0,84,0,0,0,2,0,0,1,74,0,0,187,60,0,8,0,1,0,0,0,0,135,0,4,0,0,5,0,0,0,606,1278,17,1,567,83,0,0,0,0,64,0,49,0,0,0,0,29,0,0,0,0,0,0,0,11,4,0,5,0,0,0,0,107,0,0,0,0,0,0,0,59,536,0,0,0,1,0,0,552,30,0,154,0,0,0,0,0,0,0,0,0,580,0,0,0,0,1657,0,0,6,1,15,0,0,0,0,0,1254,0,20,78,0,40,0,0,6,0,0,0,120,0,167,0,0,0,0,16,0,109,0,3,9,77,0,69,1,0,0,0,279,0,0,1,0,0,9,0,4,0,0,52,0,0,0,0,0,178,0,0,0,76,38,0,9,0,251,0
RNF144B,0,0,0,257,0,0,0,0,0,0,0,0,0,106,0,1,0,0,1,0,0,10,88,0,0,0,11,124,0,0,0,0,0,0,12,0,0,95,66,11,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,2,0,107,0,0,0,0,0,13,0,245,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17,0,0,0,0,2,1,0,0,0,0,0,0,0,159,0,0,0,0,0,0,9,404,0,174,0,0,1,0,0,0,0,0,0,94,0,1,0,0,45,0,0,0,0,0,0,0,0,0,0,124,0,0,103,0,0,0,0,0,0,0,0,93,0,2,0,0,0,0,0,0,255,0,9,0,1,0,0,1,0,1,0,5,0,0,0,0,0,0,0,94,108,0,0,0,0,0,0,0,4168,0,93,0,21,358,0,0,0,62,0
MTCH1,0,0,0,5,81,0,0,0,31,0,0,5,60,72,0,84,0,2,0,0,0,12,138,0,0,0,29,1,0,0,10,14,0,0,0,1,0,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,365,318,0,0,161,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,224,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,127,48,0,266,0,0,0,0,0,0,0,0,0,217,0,0,0,0,223,0,0,0,0,622,0,0,0,0,0,426,0,0,242,0,0,1,1,14,0,0,0,118,0,0,0,0,0,0,0,0,91,0,5,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,9,0,0,0,0,244,0,0,0,6,0
CPEB2,0,0,0,57,6,0,0,0,2,0,0,36,73,9,0,2,0,0,0,0,0,14,86,0,0,0,0,0,0,0,34,0,0,0,3,0,0,33,82,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,314,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,1,0,0,0,0,0,0,1,120,0,0,0,0,0,0,140,63,0,364,0,0,0,0,0,0,0,0,0,2,0,0,0,0,385,0,0,0,0,5,0,0,0,0,0,42,0,40,12,0,0,0,0,1,2,0,0,189,0,0,0,0,0,0,0,0,113,0,3,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0,7,0,0,27,0,0,0,0,0,31,0,0,0,0,86,0,0,0,356,0
PRCP,0,0,29,0,0,0,33,0,5,0,0,0,40,23,0,12,0,0,0,0,0,31,54,0,0,0,7,0,0,0,0,0,0,0,45,0,0,0,28,0,0,0,0,0,0,0,0,54,0,93,0,0,0,0,0,0,1,87,5,0,277,0,0,101,6,0,0,0,0,0,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,79,0,516,0,0,72,0,0,0,0,0,0,121,0,0,0,0,2,0,0,0,0,399,0,0,0,0,0,8,0,0,507,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,113,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,46,0,0,0,0,153,3,0,0,225,0
SDCBP,0,0,0,165,101,0,0,0,3,0,0,3,68,1,0,43,1,0,0,0,0,46,55,0,17,0,110,108,0,0,1,0,0,0,47,0,0,0,29,0,0,0,157,0,0,0,0,450,0,0,0,0,2,0,0,0,584,95,0,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,37,0,0,0,0,0,0,181,97,0,291,0,0,1,0,0,0,0,0,0,369,0,0,0,0,1545,0,0,0,0,66,0,0,1,0,96,898,0,0,202,92,5,0,1,117,0,0,0,187,0,1,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,4,1,21,0,0,0,0,0,0,0,3,270,0,0,0,0,0,0,0,690,0,0,0,0,25,0,0,0,313,0
TRIM29,0,0,0,253,29,1,6,0,27,0,0,12,19,49,0,71,0,1,0,0,0,19,28,20,0,1,1,2,0,0,0,6,0,1,14,0,0,146,33,0,0,0,0,0,0,0,0,7,0,4,0,0,7,0,0,0,106,377,0,0,167,0,0,0,0,0,0,0,12,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,100,11,0,63,0,0,0,0,0,9,0,7,0,83,0,0,0,0,299,0,3,0,0,84,1,0,0,0,0,433,0,31,73,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,3,0,138,11,9,0,0,0,0,0,0,0,0,115,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,24,0,5,0,0,7,20,0,0,41,0
TMPRSS13,0,0,12,47,27,0,9,0,1,0,0,21,146,23,0,289,0,0,0,0,0,27,311,0,0,0,4,0,0,0,21,23,0,0,11,0,0,36,17,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,67,543,8,0,137,0,0,0,0,0,0,0,281,0,0,0,0,164,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,28,0,0,0,0,0,0,0,2,23,0,1,0,0,0,0,176,192,0,375,0,0,0,0,0,0,0,0,0,336,0,0,88,0,141,0,0,5,0,1231,0,0,0,0,1,11,0,0,1156,9,0,0,6,10,0,0,3,172,1,0,0,0,0,0,0,0,127,0,1,0,0,0,16,0,2,0,0,984,0,0,0,0,0,0,0,0,1,0,0,0,0,41,0,0,62,0,0,0,1,68,135,2,0,266,0
CASP1,0,0,0,193,107,0,0,0,21,0,0,0,57,22,2,147,0,9,0,0,0,91,62,0,0,0,14,1,0,0,1,0,0,0,33,0,0,69,31,23,0,0,0,0,0,21,0,0,0,157,0,0,15,0,0,3,521,2,0,0,58,0,0,0,0,0,0,0,165,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,18,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,1,110,0,35,0,0,0,0,0,0,0,0,0,146,0,1,0,0,287,0,68,0,0,6,0,0,0,0,0,776,0,177,41,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,359,0,20,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,128,0,0,23,0,0,0,0,17,0,2,0,0,145,0,0,0,110,0
SQOR,0,0,0,85,3,0,0,0,0,0,0,3,58,6,0,126,0,0,0,0,0,0,110,0,0,0,0,28,0,0,0,0,0,0,8,0,0,26,34,0,0,0,5,0,0,0,2,193,0,0,0,0,0,0,0,0,12,285,169,0,203,0,0,1,0,0,2,0,82,0,0,0,0,172,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,213,0,0,0,0,0,0,0,0,295,0,0,0,0,0,0,87,35,0,33,0,0,0,0,0,0,0,5,0,379,0,0,0,0,1490,0,0,0,0,73,4,0,0,0,0,358,1,0,70,0,5,1,0,0,0,0,0,17,0,19,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,215,0,0,1,7,41,0,0,0,248,0
SLTM,0,0,0,147,0,0,0,0,46,0,0,42,3,61,0,230,0,0,0,0,0,27,263,14,0,0,23,0,0,1,0,0,32,0,7,0,0,89,34,13,4,0,0,0,0,0,0,264,0,0,0,0,0,0,0,0,149,540,0,0,123,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,311,0,0,0,0,0,0,59,9,0,61,0,0,1,0,0,0,0,1,0,136,0,0,0,0,854,21,0,0,0,0,0,0,0,0,2,700,0,2,194,0,0,0,0,3,0,0,50,307,0,1,0,0,0,0,0,0,96,0,15,0,3,0,85,0,0,0,0,117,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,344,0,0,0,0,164,0,18,0,337,0
THBS1,0,0,0,113,19,0,20,27,36,1,1,2,67,72,1,9,0,0,4,0,0,190,126,0,0,1,356,29,0,2,3,29,0,0,307,0,0,120,39,54,0,2,18,0,0,0,0,144,0,0,0,0,22,50,0,19,74,452,251,27,237,4,0,0,0,1,0,0,45,0,0,0,0,10,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,159,0,0,0,0,0,0,56,8,7,1,0,0,0,0,0,0,0,72,0,426,32,0,1,0,1036,0,63,0,1,2,13,0,0,39,17,390,2,1,106,0,16,1,0,12,0,0,1,19,0,0,0,0,1,0,32,57,0,0,20,0,19,0,32,0,3,1,11,147,4,0,0,0,0,1,52,414,90,0,0,94,0,1,0,3,3578,0,135,0,0,164,8,0,0,635,0
RPLP1,0,2,94,1522,386,1,4,27,322,2,1,96,319,266,9,780,0,0,68,0,1,196,951,23,40,8,284,32,0,0,41,0,1,1,156,2,0,751,414,19,123,1,2,0,0,8,0,670,0,4,0,0,9,3,0,0,493,1948,0,0,528,2,0,1,146,0,19,1,276,0,0,37,1,496,0,0,138,18,0,2,0,3,1,0,0,66,0,1,0,491,0,0,0,0,0,0,0,67,1020,0,0,1,0,0,0,893,578,0,784,0,6,12,0,34,0,0,7,38,856,0,1,2,1,4758,5,18,0,1,825,0,0,0,1,7,1885,0,637,3584,0,92,1,1,253,0,0,68,325,0,16,2,6,1,0,44,0,1399,0,109,0,84,0,41,0,0,0,65,1329,0,0,0,0,79,2,2,84,170,0,4,31,1,36,0,0,843,0,1,6,10,1000,93,0,0,1670,0
ADAM10,0,0,0,102,0,0,0,0,15,0,0,25,7,7,0,6,0,0,0,0,0,13,139,0,0,0,3,3,0,0,0,0,0,0,11,0,0,97,5,56,0,0,1,0,0,0,0,130,0,0,0,0,1,0,0,0,182,47,21,0,28,0,0,0,1,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,29,0,0,0,0,0,0,99,25,0,179,0,0,0,0,0,0,0,1,0,174,0,0,1,0,573,0,1,0,0,2,18,0,0,0,0,390,0,0,13,0,0,1,0,7,0,0,0,72,0,0,0,0,0,0,0,0,0,0,3,0,7,0,3,0,1,1,0,130,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,295,0,1,1,0,352,0,0,0,53,0
GCOM1,0,0,3,47,48,0,5,0,0,0,0,36,42,0,12,500,0,0,0,0,0,16,512,0,0,0,52,0,0,0,2,0,0,0,67,0,0,43,7,0,15,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,1,737,0,0,128,0,0,0,0,0,10,0,364,0,0,0,0,16,0,0,0,0,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,230,60,0,38,0,0,1,0,0,0,0,3,0,132,0,0,13,0,155,0,0,1,113,545,0,0,0,0,0,86,0,2,1439,0,32,0,0,0,1,0,0,129,9,0,0,0,1,0,0,0,2,0,3,0,132,0,19,0,3,0,0,1109,0,1,0,0,6,0,0,2,0,0,0,0,0,0,0,0,10,0,0,0,20,410,7,0,2,49,0
ARHGAP29,0,0,61,61,1,0,0,0,39,53,63,106,62,42,0,460,0,0,0,0,0,126,595,0,70,0,138,1,0,0,5,0,0,0,65,0,0,4,122,3,0,0,0,0,0,4,0,43,0,0,0,0,2,0,0,0,6,679,0,0,254,8,0,0,18,0,0,0,97,0,0,0,0,111,0,0,0,0,0,1,0,59,0,0,0,0,0,0,0,51,1,0,0,0,0,1,0,4,136,0,0,0,0,0,0,158,205,0,832,0,0,0,0,0,0,0,25,0,955,0,0,26,0,308,0,0,1,0,2135,7,0,0,0,15,155,0,37,1606,0,0,0,0,160,0,2,5,251,0,0,0,0,3,0,0,0,1,0,6,0,45,0,7,0,0,0,0,648,0,0,0,0,0,0,2,0,12,0,131,0,0,0,0,0,143,0,0,0,2,403,86,0,0,405,0
RAB1A,0,0,0,74,0,0,0,0,73,0,0,42,16,35,0,74,0,0,0,0,0,42,220,0,0,0,24,3,0,0,0,0,0,0,83,0,0,42,136,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,158,237,0,0,422,0,0,4,0,0,0,0,131,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125,0,0,0,1,0,0,0,1,96,0,0,0,0,0,0,311,12,0,373,0,0,0,0,0,0,0,2,0,191,0,0,0,1,1287,0,1,0,0,108,0,0,0,0,0,90,0,0,244,0,0,0,0,84,0,0,0,188,0,0,0,0,0,0,0,0,0,1,14,0,2,0,1,0,1,1,0,386,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,15,0,1,4,0,0,0,593,0
ACTR2,0,0,21,87,85,0,0,0,47,8,0,116,138,35,0,214,0,0,0,0,0,60,256,0,9,0,279,2,0,0,20,37,0,0,84,0,0,159,158,23,0,0,0,0,0,0,2,201,0,0,0,0,0,0,0,0,432,89,172,0,670,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,253,1,0,0,0,0,0,0,178,148,0,0,0,0,0,0,731,258,0,396,0,1,78,0,0,0,0,1,0,477,0,0,0,0,1362,0,0,2,0,301,84,0,1,0,174,1354,0,0,117,0,79,0,0,3,0,0,1,194,0,3,0,0,0,0,0,0,1,0,35,0,103,1,0,0,0,0,70,397,0,0,0,0,0,0,0,1,77,0,0,0,0,0,0,0,623,0,29,2,69,726,0,0,0,1112,0
ATRAID,0,0,0,912,60,1,0,0,107,0,0,0,1,88,0,159,0,0,0,0,0,1,70,4,0,0,61,52,0,0,3,0,0,0,0,0,0,222,12,0,0,0,0,0,0,0,0,521,0,0,0,0,0,0,0,0,384,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,755,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,49,91,0,192,0,0,0,0,0,0,0,1,0,127,0,0,0,0,340,0,0,0,0,29,0,0,0,0,1,380,0,62,1,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,584,0,38,0,0,0,0,0,0,0,0,234,0,0,0,0,0,0,0,82,355,0,1,38,0,0,0,0,230,0,0,0,0,318,0,0,0,369,0
DUSP5,0,0,0,68,69,0,0,0,29,0,0,24,65,0,0,151,0,2,0,0,2,7,24,0,0,7,106,38,0,0,0,0,0,1,131,0,0,154,61,0,0,0,0,0,0,0,0,99,0,4,0,0,11,0,0,0,1,182,0,0,186,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,76,0,0,0,0,0,0,94,1,0,0,1,0,0,0,165,59,2,172,0,0,0,0,0,0,0,2,0,126,0,0,0,0,202,0,0,0,141,46,0,0,0,0,0,213,0,1,247,0,51,0,0,2,0,0,0,112,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,12,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,0,0,0,0,199,0,0,0,323,0
ENTPD1,0,0,42,0,0,0,0,0,0,0,0,41,8,1,0,48,0,0,0,0,0,0,68,0,0,0,0,49,0,0,15,0,0,0,1,0,0,1,15,0,0,0,0,0,0,0,0,803,0,0,0,0,100,0,0,0,27,5,25,0,284,0,0,0,0,0,0,0,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,150,83,0,114,0,0,0,0,0,0,0,59,0,69,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,65,0,0,98,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,2,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,2,373,0,0,0,176,0
PLCE1,0,0,0,44,0,0,0,0,1,0,0,0,1,39,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,42,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,3,1,0,10,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,1,4,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,19,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,9,0,0,0,0,15,1,0,0,11,0
ANXA7,0,0,0,265,2,0,0,0,0,0,0,2,5,76,0,88,0,0,0,0,0,34,112,0,0,0,32,25,0,0,0,0,0,0,52,0,0,119,47,2,0,0,0,0,1,0,0,336,0,0,1,0,0,0,0,0,451,65,0,0,73,0,0,0,0,0,0,1,29,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,51,0,0,0,0,0,0,0,1,206,0,0,0,0,0,0,268,162,1,489,0,0,0,0,0,0,0,2,0,22,0,0,0,0,1324,0,0,0,17,0,0,0,0,0,0,309,0,113,288,0,17,0,0,0,0,0,0,34,0,1,0,0,0,0,0,0,229,0,12,0,0,0,1,0,0,0,0,148,0,0,0,0,0,0,0,1,113,0,0,0,0,0,0,0,337,0,1,0,15,252,0,0,0,480,0
RPS24,0,0,26,793,109,0,12,0,317,0,0,63,127,325,0,562,0,10,10,9,0,81,642,74,1,53,227,55,0,0,20,0,0,0,218,0,0,408,125,45,1,0,2,0,0,1,1,379,0,0,0,0,0,1,0,0,517,1116,99,0,651,0,0,0,0,0,0,0,189,0,0,18,0,184,0,1,0,0,0,0,0,38,1,0,1,2,2,10,0,601,2,0,0,1,0,2,2,18,726,0,0,0,0,0,0,380,394,0,869,0,0,1,0,0,0,0,5,87,442,0,0,0,0,4497,0,19,0,15,424,1,0,3,9,31,1275,0,404,1031,0,34,0,1,21,0,0,0,122,0,5,0,0,0,1,4,0,362,0,70,7,37,0,0,0,0,18,0,1205,1,0,1,0,61,1,3,2,61,0,7,227,0,0,0,1,497,1,18,0,76,485,21,6,0,983,0
